Year,quarter,ukos,mode,country,purpose,package,Age,Sex,duration,visits,nights,spend,sample
2016,1,1,1,83,2,1,3,2,3,981.228,"17,662.10","2,45,307.00",1
2016,1,1,1,83,2,1,4,1,2,"2,417.30","17,083.08","25,51,168.90",3
2016,1,1,1,83,2,1,4,1,4,477.86,"18,158.68",0,1
2016,1,1,1,83,2,1,5,1,2,612.581,"3,062.91","36,75,486.00",1
2016,1,1,1,83,2,1,5,1,4,981.228,"34,342.98",0,1
2016,1,1,1,83,2,1,6,1,2,658.805,"3,294.03","5,59,984.25",1
2016,1,1,1,83,4,1,1,1,4,881.075,"25,551.18","17,62,150.00",1
2016,1,1,1,83,4,1,1,2,3,"1,610.57","32,915.14","2,86,979.04",2
2016,1,1,1,83,4,1,1,2,5,297.551,"40,764.49","69,329.38",1
2016,1,1,1,83,4,1,2,1,4,649.797,"43,536.40","3,24,898.50",1
2016,1,1,1,83,4,1,2,2,2,"1,015.89","12,190.67","5,48,580.06",1
2016,1,1,1,83,4,1,2,2,3,"1,461.28","32,126.52","1,87,651.12",2
2016,1,1,1,83,4,1,2,2,4,881.075,"41,410.53","5,50,671.88",1
2016,1,1,1,83,4,1,3,1,2,644.822,"7,093.04","6,03,553.39",1
2016,1,1,1,83,4,1,3,1,3,"3,949.00","87,319.43","65,21,520.18",5
2016,1,1,1,83,4,1,3,1,4,"1,728.82","64,232.92","25,93,227.00",2
2016,1,1,1,83,4,1,3,2,1,881.075,"1,762.15","8,81,075.00",1
2016,1,1,1,83,4,1,3,2,2,"2,977.11","30,267.79","3,72,065.40",2
2016,1,1,1,83,4,1,3,2,3,"4,324.12","81,799.03","25,23,335.93",4
2016,1,1,1,83,4,1,3,2,4,"2,776.35","1,23,782.21","21,69,712.57",4
2016,1,1,1,83,4,1,3,2,5,"1,350.92","1,24,284.36","42,64,897.44",2
2016,1,1,1,83,4,1,4,1,3,910.132,"20,302.98","13,94,580.33",2
2016,1,1,1,83,4,1,4,1,4,"3,292.38","1,85,445.70","34,18,529.50",4
2016,1,1,1,83,4,1,4,2,3,"2,920.67","45,408.10","26,61,494.20",4
2016,1,1,1,83,4,1,4,2,4,644.822,"19,344.66","6,44,822.00",1
2016,1,1,1,83,4,1,5,1,2,735.07,"4,410.42","3,67,535.00",1
2016,1,1,1,83,4,1,5,1,3,612.581,"16,539.69","24,50,324.00",1
2016,1,1,1,83,4,1,5,1,4,881.075,"37,005.15","17,62,150.00",1
2016,1,1,1,83,4,1,5,2,2,617.307,"8,024.99","3,08,653.50",1
2016,1,1,1,83,4,1,5,2,3,"1,364.41","35,368.93","8,67,895.69",2
2016,1,1,1,83,4,1,6,1,3,831.936,"11,647.10","8,66,877.31",1
2016,1,1,1,83,4,1,6,2,3,620.109,"9,921.74","8,22,884.64",1
2016,1,1,1,83,4,1,6,2,4,"1,591.88","57,429.97","14,22,326.40",2
2016,1,1,1,83,4,1,7,1,3,"1,472.84","21,447.78","40,52,128.00",2
2016,1,1,1,83,4,1,7,2,4,"1,832.17","72,824.97","4,81,131.60",2
2016,1,1,1,83,5,1,2,2,4,832.986,"39,983.33","24,98,958.00",1
2016,1,1,1,83,5,1,2,2,5,"1,088.55","1,43,687.94","5,44,272.50",1
2016,1,1,1,83,5,1,3,2,6,837.126,"2,85,459.97","66,97,008.00",1
2016,1,1,1,83,5,2,3,1,3,"1,031.17","14,436.34",0,1
2016,1,1,1,84,1,1,1,1,3,552.708,"7,737.91","2,76,354.00",1
2016,1,1,1,84,1,1,1,2,3,"1,672.43","23,414.06","33,44,866.00",1
2016,1,1,1,84,1,1,2,1,2,552.708,"6,632.50","6,07,978.80",1
2016,1,1,1,84,1,1,2,2,2,"1,015.89","8,127.11","6,73,534.41",1
2016,1,1,1,84,1,1,4,2,2,552.708,"6,079.79","6,21,796.50",1
2016,1,1,1,84,1,1,5,1,2,"5,109.27","52,198.10","52,90,346.88",3
2016,1,1,1,84,1,1,5,1,3,552.708,"8,290.62","19,34,478.00",1
2016,1,1,1,84,1,1,6,1,3,"3,106.43","44,505.92","33,63,275.40",2
2016,1,1,1,84,1,1,6,2,4,"1,015.89","31,492.56","9,22,427.21",1
2016,1,1,1,84,1,1,7,1,2,552.708,"6,632.50","11,17,022.87",1
2016,1,1,1,84,1,1,7,1,3,"2,090.54","39,720.30","73,16,897.00",1
2016,1,1,1,84,1,1,7,2,3,628.078,"10,049.25","10,06,180.96",1
2016,1,1,1,84,1,2,2,2,2,552.708,"6,632.50","21,03,053.94",1
2016,1,1,1,84,1,2,3,2,2,"3,762.98","46,828.13","27,76,657.09",2
2016,1,1,1,84,1,2,3,2,3,552.708,"8,290.62","8,33,483.66",1
2016,1,1,1,84,1,2,4,1,3,552.708,"8,290.62","11,38,578.48",1
2016,1,1,1,84,1,2,5,1,2,"2,300.51","21,748.95","22,65,250.73",2
2016,1,1,1,84,1,2,5,2,2,"2,090.54","20,905.42","21,65,801.51",1
2016,1,1,1,84,1,2,5,2,3,"1,015.89","15,238.34","13,57,227.70",1
2016,1,1,1,84,1,2,6,1,2,"3,734.51","31,701.54","23,75,249.22",3
2016,1,1,1,84,1,2,6,2,3,"2,558.27","36,831.63","31,05,206.02",3
2016,1,1,1,84,1,2,7,1,3,"1,015.89","15,238.34","14,15,133.38",1
2016,1,1,1,84,1,2,7,2,2,"2,928.59","30,330.25","19,32,079.51",3
2016,1,1,1,84,1,2,7,2,3,"2,700.58","43,848.62","37,19,172.83",4
2016,1,1,1,84,4,1,4,2,2,"2,090.54","16,724.34","17,76,960.70",1
2016,1,1,1,84,4,1,7,2,3,"1,015.89","21,333.67","7,11,122.30",1
2016,1,1,1,85,1,1,1,1,3,"2,090.54","48,082.47","24,10,394.93",1
2016,1,1,1,85,1,1,3,2,3,"2,466.02","36,990.27","24,66,018.00",1
2016,1,1,1,85,1,1,5,2,3,"2,090.54","31,358.13","20,90,542.00",1
2016,1,1,1,85,1,1,6,1,4,"2,090.54","64,806.80","10,45,271.00",1
2016,1,1,1,85,1,2,1,1,3,628.078,"9,421.17","8,19,013.71",1
2016,1,1,1,85,1,2,3,1,3,"2,466.02","34,524.25","17,53,338.80",1
2016,1,1,1,85,1,2,3,2,2,"2,090.54","14,633.79","2,52,955.58",1
2016,1,1,1,85,1,2,3,2,3,"1,962.46","29,436.84","27,02,301.91",2
2016,1,1,1,85,1,2,5,1,3,981.228,"14,718.42","11,92,192.02",1
2016,1,1,1,85,1,2,5,2,2,"2,090.54","22,995.96","19,10,755.39",1
2016,1,1,1,85,1,2,5,2,3,"4,932.04","91,242.67","81,99,509.85",2
2016,1,1,1,85,1,2,6,1,2,981.228,"7,849.82","5,51,450.14",1
2016,1,1,1,85,1,2,6,2,2,"2,090.54","16,724.34","3,26,124.55",1
2016,1,1,1,85,1,2,6,2,3,"4,053.00","62,885.51","51,49,704.52",3
2016,1,1,1,85,1,2,7,1,3,"3,346.70","50,200.47","53,59,398.49",3
2016,1,1,1,85,1,2,7,2,2,"2,090.54","8,362.17","16,43,166.01",1
2016,1,1,1,85,1,2,7,2,3,628.078,"13,817.72","14,69,702.52",1
2016,1,1,1,85,2,1,3,2,2,303.205,"1,516.03",0,1
2016,1,1,1,85,4,1,3,1,3,"3,447.25","49,242.67","7,14,627.30",2
2016,1,1,1,85,4,1,3,2,3,"5,028.83","1,03,457.19","30,15,220.59",3
2016,1,1,1,85,4,1,3,2,4,"1,972.81","1,00,613.51","21,91,796.35",1
2016,1,1,1,85,4,1,5,1,3,"2,718.62","52,694.47","11,81,888.55",2
2016,1,1,1,85,4,1,5,2,2,628.078,"5,024.62","3,52,979.84",1
2016,1,1,1,85,4,1,5,2,3,"3,071.77","43,986.01","53,98,069.90",2
2016,1,1,1,85,4,1,6,1,3,"2,653.66","48,167.08","15,03,017.00",2
2016,1,1,1,85,4,1,7,1,5,"2,090.54","2,67,589.38","96,54,122.96",1
2016,1,1,1,85,4,1,7,2,4,"2,520.18","1,20,259.02","44,46,638.29",2
2016,1,1,1,85,4,2,5,1,3,"2,090.54","43,901.38","3,05,219.13",1
2016,1,1,1,85,4,2,7,1,2,"2,090.54","16,724.34","17,26,787.69",1
2016,1,1,1,86,1,1,3,1,2,886.361,"8,863.61","4,43,180.50",1
2016,1,1,1,86,1,1,3,1,3,617.307,"9,259.61","4,93,845.60",1
2016,1,1,1,86,1,1,3,2,2,"2,090.54","25,086.50","23,18,411.08",1
2016,1,1,1,86,1,1,3,2,3,"1,167.51","22,109.40","3,36,942.27",2
2016,1,1,1,86,1,1,4,1,4,608.446,"24,337.84","8,51,824.40",1
2016,1,1,1,86,1,1,4,2,2,"3,964.98","40,269.86","25,03,006.80",3
2016,1,1,1,86,1,1,5,1,2,"3,559.83","31,989.82","19,66,421.85",2
2016,1,1,1,86,1,1,5,1,3,"2,305.55","50,495.18","24,57,247.05",2
2016,1,1,1,86,1,1,5,1,4,"1,972.81","74,966.93","12,82,329.10",1
2016,1,1,1,86,1,1,5,2,3,"2,466.02","54,252.40","18,49,513.50",1
2016,1,1,1,86,1,1,6,1,2,640.469,"8,326.10","7,64,719.99",1
2016,1,1,1,86,1,1,6,2,2,"4,063.36","34,361.93","21,45,148.23",2
2016,1,1,1,86,1,1,6,2,3,"3,110.84","44,196.58","18,66,589.23",2
2016,1,1,1,86,1,1,7,1,2,"2,965.45","34,368.48","29,84,643.50",2
2016,1,1,1,86,1,1,7,1,3,"2,718.62","38,688.76","13,90,117.52",2
2016,1,1,1,86,1,1,7,1,4,"2,466.02","83,844.61","24,66,018.00",1
2016,1,1,1,86,1,1,7,1,6,"2,090.54","4,43,194.90","41,81,084.00",1
2016,1,1,1,86,1,1,7,2,3,"1,088.55","25,036.54","48,98,452.50",1
2016,1,1,1,86,1,2,1,2,2,"1,672.43","13,379.46","13,69,722.63",1
2016,1,1,1,86,1,2,1,2,3,628.078,"9,421.17","4,54,728.47",1
2016,1,1,1,86,1,2,3,1,2,"5,853.52","46,410.03","29,62,715.88",3
2016,1,1,1,86,1,2,3,2,5,865.279,"1,53,154.38","24,64,314.59",1
2016,1,1,1,86,1,2,4,1,2,"5,666.73","41,136.51","56,30,813.91",3
2016,1,1,1,86,1,2,4,1,3,"1,972.81","27,619.40","23,37,784.59",1
2016,1,1,1,86,1,2,4,2,2,"4,181.08","35,539.21","3,07,309.67",2
2016,1,1,1,86,1,2,4,2,3,"2,090.54","31,358.13","2,06,963.66",1
2016,1,1,1,86,1,2,5,1,2,"1,236.52","11,776.43","19,21,149.97",2
2016,1,1,1,86,1,2,5,1,3,"4,556.56","81,053.97","48,76,976.03",2
2016,1,1,1,86,1,2,5,2,2,"11,698.52","1,09,348.34","1,04,45,401.83",6
2016,1,1,1,86,1,2,5,2,3,"7,299.46","1,08,577.60","99,71,569.96",5
2016,1,1,1,86,1,2,6,1,2,"6,486.75","63,750.01","37,01,368.59",4
2016,1,1,1,86,1,2,6,1,3,"9,193.03","1,33,338.95","1,22,16,286.75",6
2016,1,1,1,86,1,2,6,2,2,"5,993.55","54,337.71","28,06,227.12",4
2016,1,1,1,86,1,2,6,2,3,"2,090.54","41,810.84","16,99,610.65",1
2016,1,1,1,86,1,2,7,1,2,628.078,"6,908.86","3,82,499.50",1
2016,1,1,1,86,1,2,7,1,3,"3,602.62","52,366.90","36,94,825.06",3
2016,1,1,1,86,1,2,7,2,2,"4,265.36","44,946.10","86,94,859.44",3
2016,1,1,1,86,1,2,7,2,3,"9,864.07","1,65,223.21","2,03,37,250.45",4
2016,1,1,1,86,4,1,3,1,2,847.743,"5,934.20","2,22,956.41",1
2016,1,1,1,86,4,1,3,1,3,"2,466.02","36,990.27","15,93,047.63",1
2016,1,1,1,86,4,1,3,1,4,"2,090.54","87,802.76","19,21,208.10",1
2016,1,1,1,86,4,1,3,1,6,"2,090.54","7,63,047.83","20,90,542.00",1
2016,1,1,1,86,4,1,3,2,3,"2,090.54","35,539.21","10,45,271.00",1
2016,1,1,1,86,4,1,4,1,3,"3,313.76","87,005.53","40,18,900.35",2
2016,1,1,1,86,4,1,4,2,3,723.626,"13,748.89","7,23,626.00",1
2016,1,1,1,86,4,1,5,1,2,482.346,"3,376.42","4,93,922.30",1
2016,1,1,1,86,4,1,5,2,2,"2,090.54","25,086.50","3,34,486.72",1
2016,1,1,1,86,4,1,5,2,3,612.581,"8,576.13","8,16,570.47",1
2016,1,1,1,86,4,1,6,1,3,"2,466.02","34,524.25","7,39,805.40",1
2016,1,1,1,86,4,1,6,1,4,"2,466.02","1,80,019.31","14,79,610.80",1
2016,1,1,1,86,4,1,6,2,3,"4,742.33","84,658.80","26,84,039.39",4
2016,1,1,1,86,4,1,7,1,2,"1,672.43","21,741.63","11,15,512.81",1
2016,1,1,1,86,5,1,5,2,2,"1,088.55","14,151.09","13,60,681.25",1
2016,1,1,1,90,1,1,2,2,3,647.841,"12,956.82","11,33,721.75",1
2016,1,1,1,90,1,1,2,2,4,628.078,"21,982.73","47,10,585.00",1
2016,1,1,1,90,1,1,3,1,3,"1,663.87","44,092.61","16,63,872.00",2
2016,1,1,1,90,1,1,3,2,3,481.883,"13,010.84","4,81,883.00",1
2016,1,1,1,90,1,1,3,2,4,"3,053.13","94,914.07","39,49,835.25",4
2016,1,1,1,90,1,1,3,2,5,297.551,"29,160.00","7,14,122.40",1
2016,1,1,1,90,1,1,4,1,3,914.3,"16,457.40","9,53,614.90",1
2016,1,1,1,90,1,1,4,2,3,833.219,"18,926.30","11,89,761.30",2
2016,1,1,1,90,1,1,4,2,4,"1,552.95","43,482.49","31,05,892.00",1
2016,1,1,1,90,1,1,5,1,3,"1,088.38","22,354.31","8,09,892.00",2
2016,1,1,1,90,1,1,5,1,4,"1,765.75","66,822.44","32,83,996.66",3
2016,1,1,1,90,1,1,5,2,3,"2,679.76","64,498.22","47,21,270.46",3
2016,1,1,1,90,1,1,6,1,3,"1,594.28","29,598.59","21,00,243.90",2
2016,1,1,1,90,1,1,6,1,4,"1,015.89","83,302.90","1,31,04,968.10",1
2016,1,1,1,90,1,1,6,2,4,762.345,"28,969.11","38,11,725.00",1
2016,1,1,1,90,1,1,7,1,4,"3,329.16","1,08,732.06","77,01,457.20",5
2016,1,1,1,90,1,1,7,2,3,"1,906.66","47,916.64","22,07,147.09",2
2016,1,1,1,90,1,1,7,2,4,"3,663.28","1,26,528.74","39,04,168.77",4
2016,1,1,1,90,1,2,2,1,4,628.078,"30,775.82","13,04,518.01",1
2016,1,1,1,90,1,2,5,1,3,"1,015.89","25,397.23","25,92,548.73",1
2016,1,1,1,90,1,2,6,1,3,"1,015.89","25,397.23","25,25,500.05",1
2016,1,1,1,90,1,2,6,1,4,547.595,"15,880.26","29,61,393.76",1
2016,1,1,1,90,1,2,6,2,2,837.759,"3,351.04","1,96,873.37",1
2016,1,1,1,90,1,2,7,1,3,"1,265.66","30,784.43","33,63,533.90",2
2016,1,1,1,90,1,2,7,1,4,"1,552.95","60,564.89","91,37,534.26",1
2016,1,1,1,90,1,2,7,2,4,"1,076.38","43,523.85","1,01,15,388.53",2
2016,1,1,1,90,2,1,3,2,4,657.661,"30,910.07",0,1
2016,1,1,1,90,2,1,4,1,2,297.551,"1,190.20","6,69,489.75",1
2016,1,1,1,90,2,1,4,1,5,392.767,"36,134.56","47,13,204.00",1
2016,1,1,1,90,2,1,5,1,3,981.228,"13,737.19","21,32,208.44",1
2016,1,1,1,90,2,1,5,1,5,443.427,"80,703.71","56,94,932.96",1
2016,1,1,1,90,2,1,5,2,2,470.034,"5,170.37","7,05,051.00",1
2016,1,1,1,90,2,1,6,1,2,"2,844.49","22,552.73","53,63,893.50",3
2016,1,1,1,90,2,1,6,1,3,831.936,"14,142.91","19,96,646.40",1
2016,1,1,1,90,4,1,1,1,3,552.708,"8,290.62","3,68,656.24",1
2016,1,1,1,90,4,1,1,2,4,"1,121.14","34,755.22","14,66,445.89",1
2016,1,1,1,90,4,1,1,2,5,392.767,"69,126.99","2,94,575.25",1
2016,1,1,1,90,4,1,2,1,3,"1,591.88","30,038.40","17,21,864.70",2
2016,1,1,1,90,4,1,2,2,3,"4,533.67","89,325.76","55,73,397.79",4
2016,1,1,1,90,4,1,2,2,4,"2,189.21","64,759.59","34,10,224.93",2
2016,1,1,1,90,4,1,2,2,5,470.034,"43,713.16","23,50,170.00",1
2016,1,1,1,90,4,1,3,1,3,"1,537.72","32,619.94","11,83,096.61",2
2016,1,1,1,90,4,1,3,1,4,"1,109.19","70,987.90","13,86,482.50",1
2016,1,1,1,90,4,1,3,2,3,"3,603.39","74,748.92","51,96,980.67",6
2016,1,1,1,90,4,1,3,2,4,837.126,"33,485.04","5,58,363.04",1
2016,1,1,1,90,4,1,3,2,5,475.098,"57,011.76","7,12,647.00",1
2016,1,1,1,90,4,1,4,1,2,535.668,"6,963.68","2,67,834.00",1
2016,1,1,1,90,4,1,4,1,3,"2,683.03","56,348.42","15,95,548.33",4
2016,1,1,1,90,4,1,4,2,2,890.767,"7,126.14","2,22,691.75",1
2016,1,1,1,90,4,1,4,2,3,"1,313.44","28,598.13","12,14,110.73",2
2016,1,1,1,90,4,1,4,2,4,"1,231.37","52,518.24","6,92,183.32",3
2016,1,1,1,90,4,1,5,1,3,"4,812.70","1,04,439.02","60,49,880.53",7
2016,1,1,1,90,4,1,5,1,4,"3,869.11","1,41,583.58","54,19,391.65",4
2016,1,1,1,90,4,1,5,2,3,"6,775.29","1,36,153.26","47,63,731.04",7
2016,1,1,1,90,4,1,5,2,4,"2,315.29","84,197.59","77,22,346.00",2
2016,1,1,1,90,4,1,5,2,5,297.551,"28,862.45",0,1
2016,1,1,1,90,4,1,6,1,2,831.936,"8,319.36","2,89,513.73",1
2016,1,1,1,90,4,1,6,1,3,"4,006.39","79,491.71","57,19,269.88",6
2016,1,1,1,90,4,1,6,1,4,"2,580.18","1,12,704.96","30,53,231.18",3
2016,1,1,1,90,4,1,6,2,2,"1,663.87","18,302.59","6,93,002.69",2
2016,1,1,1,90,4,1,6,2,3,"4,205.86","87,004.00","32,59,355.19",7
2016,1,1,1,90,4,1,6,2,4,"5,151.50","2,94,953.38","94,97,467.28",6
2016,1,1,1,90,4,1,7,1,3,"3,879.89","79,631.50","37,01,981.34",5
2016,1,1,1,90,4,1,7,1,4,"8,597.42","3,93,112.72","2,34,00,080.77",13
2016,1,1,1,90,4,1,7,1,5,"2,196.31","2,21,827.31","27,45,387.50",2
2016,1,1,1,90,4,1,7,2,3,"2,905.53","64,444.92","31,14,967.75",4
2016,1,1,1,90,4,1,7,2,4,"12,471.83","6,16,545.18","2,25,90,869.77",13
2016,1,1,1,90,4,1,7,2,5,"1,953.07","1,80,803.76","44,13,255.46",2
2016,1,1,1,90,4,1,7,2,6,297.551,"1,04,440.40","16,27,008.87",1
2016,1,1,1,90,4,2,7,2,3,981.228,"18,643.33","8,01,663.28",1
2016,1,1,1,90,4,2,7,2,4,837.126,"24,276.65","10,26,316.48",1
2016,1,1,1,90,5,1,3,1,6,831.936,"3,02,824.70","83,19,360.00",1
2016,1,1,1,91,1,1,3,2,3,"1,788.47","36,209.07","8,32,915.40",3
2016,1,1,1,91,1,1,5,1,3,"2,049.89","43,047.67","20,49,889.00",1
2016,1,1,1,91,1,1,5,2,4,"1,734.42","50,760.01","26,17,913.49",2
2016,1,1,1,91,1,1,6,1,4,914.3,"57,600.90","27,42,900.00",1
2016,1,1,1,91,1,1,6,2,4,"3,434.61","1,24,202.36","1,99,54,760.25",3
2016,1,1,1,91,1,1,7,1,4,547.595,"47,640.77","30,66,532.00",1
2016,1,1,1,91,1,1,7,2,4,"1,734.42","72,671.19","50,59,493.50",2
2016,1,1,1,91,1,2,2,1,3,636.263,"13,997.79","33,34,018.12",1
2016,1,1,1,91,1,2,5,2,4,"1,846.51","65,029.23","73,77,146.46",2
2016,1,1,1,91,1,2,6,1,3,837.126,"15,068.27","17,26,990.94",1
2016,1,1,1,91,1,2,6,2,3,535.668,"9,106.36","40,27,152.02",1
2016,1,1,1,91,2,1,4,1,2,"1,109.19","8,873.49","8,87,348.80",1
2016,1,1,1,91,2,1,6,1,2,297.551,"3,868.16",0,1
2016,1,1,1,91,4,1,1,2,3,547.595,"14,237.47","2,05,348.13",1
2016,1,1,1,91,4,1,2,2,4,428.534,"27,426.18","8,57,068.00",1
2016,1,1,1,91,4,1,3,1,4,"1,183.13","41,409.55","23,84,006.95",1
2016,1,1,1,91,4,1,3,1,5,831.936,"1,27,286.21","41,59,680.00",1
2016,1,1,1,91,4,1,3,2,3,470.034,"7,050.51","3,92,478.39",1
2016,1,1,1,91,4,1,4,1,3,"1,490.92","37,898.29","7,25,435.27",2
2016,1,1,1,91,4,1,4,2,3,833.219,"20,235.37","6,54,688.40",2
2016,1,1,1,91,4,1,5,1,3,"3,707.26","89,427.86","58,07,294.70",3
2016,1,1,1,91,4,1,5,2,2,481.883,"5,300.71","4,09,600.55",1
2016,1,1,1,91,4,1,5,2,3,"2,207.34","50,779.87","20,93,113.10",2
2016,1,1,1,91,4,1,5,2,4,"1,781.84","52,741.14","22,81,307.65",2
2016,1,1,1,91,4,1,6,1,3,914.3,"21,028.90","4,11,435.00",1
2016,1,1,1,91,4,1,6,2,3,"2,585.56","62,496.25","51,92,005.05",2
2016,1,1,1,91,4,1,6,2,4,890.767,"52,555.25","13,36,150.50",1
2016,1,1,1,91,4,1,7,1,4,"1,676.87","93,060.27","33,61,577.80",3
2016,1,1,1,91,4,1,7,1,5,"1,183.13","1,38,426.21","5,91,565.00",1
2016,1,1,1,91,4,1,7,2,3,"2,390.07","59,509.19","17,32,501.80",2
2016,1,1,1,91,4,1,7,2,4,"4,829.10","2,18,766.99","59,53,554.97",7
2016,1,1,1,91,4,1,7,2,5,657.661,"69,712.07","6,57,661.00",1
2016,1,1,1,91,4,2,6,1,4,837.126,"25,113.78","3,03,039.61",1
2016,1,1,1,91,5,1,4,2,3,890.767,"24,050.71","16,49,700.48",1
2016,1,1,1,92,1,2,7,1,2,620.109,"8,061.42","15,17,406.72",1
2016,1,1,1,92,2,1,3,1,4,819.32,"25,398.92","16,38,640.00",1
2016,1,1,1,92,4,1,3,2,4,470.034,"20,211.46","4,70,034.00",1
2016,1,1,1,92,4,1,5,1,4,762.345,"43,453.67","15,24,690.00",1
2016,1,1,2,10,1,1,4,1,2,832.585,"3,330.34","2,88,907.00",1
2016,1,1,2,10,1,1,5,1,3,832.585,"11,656.19","12,48,877.50",1
2016,1,1,2,10,1,1,7,2,3,832.585,"11,656.19","3,01,395.77",1
2016,1,1,2,10,1,2,1,1,2,"19,020.87","1,41,791.94","1,63,94,260.77",13
2016,1,1,2,10,1,2,1,2,2,"10,375.02","77,812.65","88,08,391.98",8
2016,1,1,2,10,1,2,2,1,2,"20,750.04","1,52,166.96","1,64,46,135.87",12
2016,1,1,2,10,1,2,2,2,2,"8,645.85","67,437.63","75,53,014.56",5
2016,1,1,2,10,1,2,5,1,2,"1,729.17","13,833.36","16,65,190.71",1
2016,1,1,2,10,2,1,5,2,2,864.585,"6,052.10","86,458.50",1
2016,1,1,2,10,4,1,3,1,3,864.585,"18,156.29","86,458.50",1
2016,1,1,2,11,1,1,2,1,0,"1,697.17",0,"1,22,324.83",2
2016,1,1,2,11,1,1,3,1,0,"1,697.17",0,"99,556.45",2
2016,1,1,2,11,1,1,3,1,1,"1,729.17","4,322.93","5,18,751.00",2
2016,1,1,2,11,1,1,3,2,1,864.585,"1,729.17","3,02,604.75",1
2016,1,1,2,11,1,1,4,1,1,832.585,"1,665.17","83,258.50",1
2016,1,1,2,11,1,1,4,1,2,"1,018.40","7,128.81","3,06,539.00",1
2016,1,1,2,11,1,1,4,2,1,832.585,"2,497.76","2,49,775.50",1
2016,1,1,2,11,1,1,5,1,1,"1,729.17","3,458.34","5,79,271.95",2
2016,1,1,2,11,1,1,5,1,2,832.585,"3,330.34","1,57,358.57",1
2016,1,1,2,11,1,1,5,2,0,"2,593.76",0,"1,86,750.36",3
2016,1,1,2,11,1,1,6,1,0,864.585,0,"30,260.48",1
2016,1,1,2,11,1,1,6,1,1,864.585,"1,729.17","3,45,834.00",1
2016,1,1,2,11,1,1,6,1,2,"1,018.40","4,073.61","2,93,299.78",1
2016,1,1,2,11,1,1,6,2,0,"2,593.76",0,"2,79,260.96",2
2016,1,1,2,11,1,1,6,2,1,864.585,864.585,"86,458.50",1
2016,1,1,2,11,1,1,7,1,0,"4,322.93",0,"3,03,469.34",5
2016,1,1,2,11,1,1,7,1,1,832.585,"1,665.17","55,783.20",1
2016,1,1,2,11,1,1,7,1,2,"1,850.99","9,254.94","1,35,894.05",2
2016,1,1,2,11,1,1,7,1,3,864.585,"22,479.21","1,29,687.75",1
2016,1,1,2,11,1,1,7,2,0,"3,458.34",0,"2,17,875.42",4
2016,1,1,2,11,1,1,7,2,1,864.585,"2,593.76","1,01,156.45",1
2016,1,1,2,11,1,2,1,2,1,"1,882.99","4,630.56","3,62,875.59",2
2016,1,1,2,11,1,2,2,1,1,"2,747.57","6,513.55","10,58,834.42",3
2016,1,1,2,11,1,2,2,2,1,"3,055.21","7,128.81","2,32,195.66",3
2016,1,1,2,11,1,2,3,1,1,"2,036.80","5,092.01","1,79,238.75",2
2016,1,1,2,11,1,2,3,2,1,"1,018.40","2,036.80","1,70,073.13",1
2016,1,1,2,11,1,2,4,1,1,"4,073.61","8,147.22","5,58,084.30",4
2016,1,1,2,11,1,2,4,2,1,"1,018.40","2,036.80","1,70,073.13",1
2016,1,1,2,11,1,2,5,1,1,"4,073.61","10,184.02","5,93,728.37",4
2016,1,1,2,11,1,2,5,2,1,"5,802.78","12,470.14","7,39,881.21",6
2016,1,1,2,11,1,2,6,1,1,"5,092.01","12,220.82","4,84,759.35",5
2016,1,1,2,11,1,2,6,2,1,"6,110.41","13,239.23","7,63,801.50",6
2016,1,1,2,11,1,2,6,2,2,"1,018.40","4,073.61","2,83,115.76",1
2016,1,1,2,11,1,2,7,1,1,"6,110.41","14,257.63","16,49,811.24",6
2016,1,1,2,11,1,2,7,2,1,"2,036.80","4,073.61","3,40,146.27",2
2016,1,1,2,11,2,1,3,1,1,864.585,"1,729.17","5,39,501.04",1
2016,1,1,2,11,2,1,4,1,1,"1,018.40","2,036.80","46,01,140.24",1
2016,1,1,2,11,2,1,4,2,1,"1,018.40","3,055.21","16,294.43",1
2016,1,1,2,11,2,1,5,1,2,"1,018.40","4,073.61","2,33,214.06",1
2016,1,1,2,11,2,1,6,1,0,"1,729.17",0,"6,26,824.13",2
2016,1,1,2,11,4,1,2,1,1,832.585,"2,497.76","41,629.25",1
2016,1,1,2,11,4,1,3,1,2,"1,697.17","7,653.27","1,34,269.02",2
2016,1,1,2,11,4,1,4,1,1,832.585,"2,497.76","1,04,073.13",1
2016,1,1,2,11,4,1,4,1,2,"1,697.17","16,043.12","1,88,131.63",2
2016,1,1,2,11,4,1,5,1,2,454.421,"4,998.63","3,18,094.70",1
2016,1,1,2,11,4,1,6,1,1,864.585,"1,729.17","57,927.20",1
2016,1,1,2,11,4,1,6,1,2,"1,882.99","10,990.29","56,510.74",2
2016,1,1,2,11,4,1,6,2,1,832.585,"2,497.76","24,977.55",1
2016,1,1,2,11,4,1,7,1,4,864.585,"24,208.38",0,1
2016,1,1,2,11,4,1,7,2,2,832.585,"5,828.10","1,29,883.26",1
2016,1,1,2,11,4,2,7,2,1,864.585,"1,729.17","1,37,469.02",1
2016,1,1,2,11,5,1,2,2,0,832.585,0,"1,66,517.00",1
2016,1,1,2,11,5,1,3,2,0,864.585,0,"2,76,667.20",1
2016,1,1,2,11,5,1,4,1,0,864.585,0,"34,583.40",1
2016,1,1,2,11,5,1,5,2,0,"1,729.17",0,"39,770.91",2
2016,1,1,2,11,5,1,6,1,0,"1,729.17",0,"6,70,053.38",2
